datetime,temperature,lighting,humidity,pressure
2049-01-01 17:00:00,-16.83,-0.32,770000.0,787.5
2049-01-01 17:30:00,-16.96,-470000.0,730000.0,785.83
2049-01-01 18:00:00,-17.1,-0.6,0.73,786.06
2049-01-01 18:30:00,-17.23,-0.7,0.76,787.68
2049-01-01 19:00:00,-17.36,-0.79,0.7,785.07
2049-01-01 19:30:00,-17.48,-0.87,0.77,788.56
2049-01-01 20:00:00,-17590000.0,-0.92,,788.74
2049-01-01 20:30:00,-17.69,-0.95,0.78,789.38
2049-01-01 21:00:00,-17.78,-0.98,0.67,784.35
2049-01-01 21:30:00,-17860000.0,-0.99,0.72,786.83
2049-01-01 22:00:00,-17.92,-1.0,0.81,791.16
2049-01-01 22:30:00,-17.96,-1.0,0.74,787.93
2049-01-01 23:00:00,,,0.77,789.4
2049-01-01 23:30:00,-18.0,-1.0,,790.82
2049-01-02 00:00:00,-18.0,-1.0,0.75,788.47
2049-01-02 00:30:00,-17.99,-1000000.0,0.74,787.98
2049-01-02 01:00:00,-17.96,-1.0,0.7,786.05
2049-01-02 01:30:00,-17.92,-1000000.0,0.67,784.58
2049-01-02 02:00:00,-17.86,-990000.0,700000.0,785.89
2049-01-02 02:30:00,-17.78,-0.98,0.68,784.82
2049-01-02 03:00:00,-17.69,-0.95,0.77,
2049-01-02 03:30:00,-17.59,-0.92,0.81,790.62
2049-01-02 04:00:00,-17.48,-0.87,0.76,788090000.0
2049-01-02 04:30:00,-17.35,-0.79,0.78,788.82
2049-01-02 05:00:00,-17.23,-700000.0,780000.0,788.63
2049-01-02 05:30:00,-17.09,-0.59,0.83,790.75
2049-01-02 06:00:00,-16.96,-0.47,0.75,786.77
2049-01-02 06:30:00,-16.83,,670000.0,782.8
2049-01-02 07:00:00,-16.7,-0.16,0.75,786.35
2049-01-02 07:30:00,-16.57,0.01,0.77,787080000.0
2049-01-02 08:00:00,-16460000.0,0.18,770000.0,786.9
2049-01-02 08:30:00,-16.35,0.35,0.76,786.25
2049-01-02 09:00:00,-16.25,520000.0,730000.0,784.67
2049-01-02 09:30:00,-16.17,0.66,0.86,790.66
2049-01-02 10:00:00,-16.1,0.79,0.82,788.66
2049-01-02 10:30:00,-16.05,0.89,,784350000.0
2049-01-02 11:00:00,-16.01,0.96,0.73,784.28
2049-01-02 11:30:00,-15.99,1.0,0.82,788.48
2049-01-02 12:00:00,-15.99,1.0,0.71,783.31
2049-01-02 12:30:00,-16.01,0.96,0.79,787.1
2049-01-02 13:00:00,-16050000.0,0.89,0.7,782.93
2049-01-02 13:30:00,,790000.0,0.74,784.9
2049-01-02 14:00:00,,0.66,,780.31
2049-01-02 14:30:00,,0.52,0.72,784.2
2049-01-02 15:00:00,-16.35,350000.0,0.76,786.25
2049-01-02 15:30:00,-16.45,0.18,740000.0,785.47
2049-01-02 16:00:00,-16.57,0.01,0.79,788.02
2049-01-02 16:30:00,-16.69,-0.16,0.78,787.74
2049-01-02 17:00:00,-16.82,-0.32,740000.0,786.07
2049-01-02 17:30:00,-16.96,-0.47,0.74,786.3
2049-01-02 18:00:00,-17090000.0,-0.59,0.68,783.69
2049-01-02 18:30:00,-17.22,-0.7,0.82,790.49
2049-01-02 19:00:00,-17.35,-0.79,0.74,786.94
2049-01-02 19:30:00,-17.47,-0.86,0.78,789.02
2049-01-02 20:00:00,-17.58,-0.92,670000.0,784.02
2049-01-02 20:30:00,-17.68,-0.95,0.68,784.65
2049-01-02 21:00:00,-17.77,-0.98,0.81,790.92
2049-01-02 21:30:00,-17850000.0,-0.99,0.74,787.76
2049-01-02 22:00:00,-17.91,-1000000.0,0.78,789.74
2049-01-02 22:30:00,-17.95,-1.0,0.71,786510000.0
2049-01-02 23:00:00,-17980000.0,-1.0,0.81,791.26
2049-01-02 23:30:00,-17990000.0,-1.0,0.76,788.92
2049-01-03 00:00:00,-17.99,-1.0,0.8,790.81
2049-01-03 00:30:00,-17.98,-1.0,710000.0,786.56
2049-01-03 01:00:00,-17.95,,660000.0,
2049-01-03 01:30:00,-17.91,-1.0,0.74,787.85
2049-01-03 02:00:00,-17850000.0,-0.99,,787.76
2049-01-03 02:30:00,-17.77,-0.98,0.74,
2049-01-03 03:00:00,-17680000.0,-0.95,0.78,789360000.0
2049-01-03 03:30:00,-17.58,-0.92,0.71,785900000.0
2049-01-03 04:00:00,-17.46,-0.86,740000.0,787.12
2049-01-03 04:30:00,-17.34,-0.79,0.71,785.51
2049-01-03 05:00:00,-17.21,-0.7,0.75,787.18
2049-01-03 05:30:00,-17.08,-0.59,0.76,787.44
2049-01-03 06:00:00,-16.95,-0.47,0.68,783.46
2049-01-03 06:30:00,-16.82,-0.32,0.77,787.49
2049-01-03 07:00:00,-16690000.0,-160000.0,0.77,787.27
2049-01-03 07:30:00,-16.56,0.01,0.75,786.12
2049-01-03 08:00:00,-16.44,0.18,,784.51
2049-01-03 08:30:00,-16.34,0.35,0.7,783.41
2049-01-03 09:00:00,,0.52,800000.0,787.95
2049-01-03 09:30:00,-16.16,0.66,0.73,784.53
2049-01-03 10:00:00,-16090000.0,0.79,0.76,785820000.0
2049-01-03 10:30:00,-16030000.0,890000.0,0.7,782.9
2049-01-03 11:00:00,-16.0,0.96,0.73,784.26
2049-01-03 11:30:00,-15.98,1.0,750000.0,785.17
2049-01-03 12:00:00,-15.98,1000000.0,0.77,786110000.0
2049-01-03 12:30:00,-16000000.0,0.96,0.81,788.03
2049-01-03 13:00:00,-16.03,,770000.0,786.2
2049-01-03 13:30:00,-16.08,0.79,0.76,785.81
2049-01-03 14:00:00,-16.15,0.66,0.67,781.69
2049-01-03 14:30:00,-16.23,0.52,0.8,787.93
2049-01-03 15:00:00,-16.33,0.35,0.7,783.39
2049-01-03 15:30:00,-16.44,,0.67,782.16
2049-01-03 16:00:00,-16.55,0.01,770000.0,787.04
2049-01-03 16:30:00,-16.68,-0.16,0.72,784.9
2049-01-03 17:00:00,-16.81,-0.32,0.81,789.35
2049-01-03 17:30:00,-16940000.0,-0.47,0.73,785.8
2049-01-03 18:00:00,-17.07,-0.59,0.76,787.42
2049-01-03 18:30:00,-17.21,-0.7,0.76,787.65
2049-01-03 19:00:00,-17.33,-0.79,,788.79
2049-01-03 19:30:00,-17.45,,0.74,787.1
2049-01-03 20:00:00,-17.57,-920000.0,0.66,783530000.0
2049-01-03 20:30:00,-17.67,-0.95,0.78,789340000.0
2049-01-03 21:00:00,-17.76,-980000.0,0.78,789.49
2049-01-03 21:30:00,-17.83,-0.99,0.67,784.43
2049-01-03 22:00:00,-17.89,-1.0,0.71,786.41
2049-01-03 22:30:00,-17930000.0,-1.0,0.74,787.89
2049-01-03 23:00:00,-17960000.0,-1000000.0,0.8,790760000.0
2049-01-03 23:30:00,-17.97,-1.0,0.76,788890000.0
2049-01-04 00:00:00,-17.97,-1.0,750000.0,788.42
2049-01-04 00:30:00,-17.96,-1000000.0,0.76,788.88
2049-01-04 01:00:00,-17.93,-1.0,0.67,784.59
2049-01-04 01:30:00,-17.89,-1000000.0,0.68,785.0
2049-01-04 02:00:00,-17830000.0,-0.99,0.77,789.13
2049-01-04 02:30:00,-17.75,-0.98,0.67,784.3
2049-01-04 03:00:00,-17.66,-0.95,0.74,787.44
2049-01-04 03:30:00,-17.56,,0.77,788.69
2049-01-04 04:00:00,-17.45,-0.86,0.77,788.51
2049-01-04 04:30:00,-17320000.0,-0.79,790000.0,789.24
2049-01-04 05:00:00,-17200000.0,-0.7,0.67,783.4
2049-01-04 05:30:00,-17.06,-590000.0,690000.0,
2049-01-04 06:00:00,,-0.47,0.71,784.84
2049-01-04 06:30:00,-16.8,-0.32,0.75,786510000.0
2049-01-04 07:00:00,,-0.16,0.8,788.65
2049-01-04 07:30:00,-16.54,0.01,,786090000.0
2049-01-04 08:00:00,,0.18,0.75,785.89
2049-01-04 08:30:00,-16.32,350000.0,0.76,786.2
2049-01-04 09:00:00,-16.22,0.52,0.7,783.21
2049-01-04 09:30:00,-16.14,0.66,810000.0,788.26
2049-01-04 10:00:00,-16.07,0.79,0.81,788.14
2049-01-04 10:30:00,-16010000.0,0.89,0.77,786.16
2049-01-04 11:00:00,-15.98,0.96,0.8,787.53
2049-01-04 11:30:00,-15.96,1.0,0.7,782.79
2049-01-04 12:00:00,-15.96,1000000.0,750000.0,785140000.0
2049-01-04 12:30:00,-15.98,960000.0,0.74,784.7
2049-01-04 13:00:00,-16.01,0.89,0.73,784280000.0
2049-01-04 13:30:00,-16.06,0.79,0.74,784.83
2049-01-04 14:00:00,-16.13,0.66,770000.0,786.36
2049-01-04 14:30:00,-16.21,0.52,,785.55
2049-01-04 15:00:00,-16.31,0.35,0.74,785240000.0
2049-01-04 15:30:00,-16.42,0.18,0.73,784.95
2049-01-04 16:00:00,-16530000.0,0.01,0.69,783.25
2049-01-04 16:30:00,-16.66,-160000.0,0.73,785.34
2049-01-04 17:00:00,-16.79,-0.32,0.74,786.02
2049-01-04 17:30:00,-16920000.0,-0.46,,787.65
2049-01-04 18:00:00,-17050000.0,-0.59,0.71,785.04
2049-01-04 18:30:00,-17.18,-0.7,0.77,788070000.0
2049-01-04 19:00:00,-17.31,-0.79,0.73,786.4
2049-01-04 19:30:00,-17.43,-0.86,0.67,783.78
2049-01-04 20:00:00,-17.54,-0.92,0.86,792.9
2049-01-04 20:30:00,-17640000.0,-0.95,730000.0,
2049-01-04 21:00:00,-17.73,-0.98,0.76,788.5
2049-01-04 21:30:00,-17.81,-0.99,0.79,790.04
2049-01-04 22:00:00,-17870000.0,-1.0,0.73,787.32
2049-01-04 22:30:00,-17.91,-1.0,0.75,788.32
2049-01-04 23:00:00,-17.94,-1.0,0.74,787.9
2049-01-04 23:30:00,-17.94,-1.0,0.76,788840000.0
2049-01-05 00:00:00,-17.94,-1.0,0.73,787.43
2049-01-05 00:30:00,-17.93,-1.0,0.75,788.36
2049-01-05 01:00:00,-17.91,-1.0,0.74,787850000.0
2049-01-05 01:30:00,-17.86,-1.0,0.81,791.07
2049-01-05 02:00:00,-17.8,-990000.0,0.75,788.14
2049-01-05 02:30:00,-17.73,-0.98,690000.0,785.21
2049-01-05 03:00:00,-17.64,-0.95,680000.0,784590000.0
2049-01-05 03:30:00,-17530000.0,-920000.0,0.74,787.23
2049-01-05 04:00:00,-17.42,-0.86,0.74,787.05
2049-01-05 04:30:00,-17300000.0,-0.79,720000.0,785920000.0
2049-01-05 05:00:00,-17.17,-0.7,0.69,784.29
2049-01-05 05:30:00,-17.04,,0.72,785.49
2049-01-05 06:00:00,-16.9,-460000.0,850000.0,791.38
2049-01-05 06:30:00,,-0.32,0.82,789.76
2049-01-05 07:00:00,-16.64,-0.16,0.72,784.84
2049-01-05 07:30:00,-16.51,0.01,760000.0,786510000.0
2049-01-05 08:00:00,-16400000.0,0.18,0.7,783.51
2049-01-05 08:30:00,-16.29,0.35,730000.0,784.74
2049-01-05 09:00:00,-16.19,0.52,0.75,785.52
2049-01-05 09:30:00,-16.11,0.66,730000.0,784.44
2049-01-05 10:00:00,-16.04,790000.0,0.75,785270000.0
2049-01-05 10:30:00,-15.99,0.89,0.74,784.72
2049-01-05 11:00:00,-15.95,0.96,0.73,784.18
2049-01-05 11:30:00,-15.93,1.0,0.76,
2049-01-05 12:00:00,-15.93,1.0,0.74,784.62
2049-01-05 12:30:00,-15.95,0.96,0.73,784180000.0
2049-01-05 13:00:00,-15.98,0.89,780000.0,786.58
2049-01-05 13:30:00,-16.04,0.79,0.78,786.68
2049-01-05 14:00:00,-16.1,0.66,0.75,785.37
2049-01-05 14:30:00,-16.18,0.52,720000.0,784.09
2049-01-05 15:00:00,-16.28,0.35,720000.0,784250000.0
2049-01-05 15:30:00,-16.39,0.18,0.77,
2049-01-05 16:00:00,-16500000.0,0.01,780000.0,787.43
2049-01-05 16:30:00,,-0.16,770000.0,787.18
2049-01-05 17:00:00,-16.76,,0.76,786.92
2049-01-05 17:30:00,-16.89,-0.46,0.72,785.25
2049-01-05 18:00:00,-17020000.0,,0.72,785.46
2049-01-05 18:30:00,-17.15,,0.75,787.08
2049-01-05 19:00:00,-17.28,-0.79,740000.0,786.82
2049-01-05 19:30:00,-17.4,-0.86,0.75,787.49
2049-01-05 20:00:00,-17.51,-0.92,0.76,788.14
2049-01-05 20:30:00,-17.61,-0.95,0.73,786.89
2049-01-05 21:00:00,-17.7,-0.98,0.73,787.04
2049-01-05 21:30:00,-17780000.0,-0.99,0.73,787.17
2049-01-05 22:00:00,-17.84,-1.0,0.75,788.21
2049-01-05 22:30:00,-17880000.0,-1.0,0.67,784.51
2049-01-05 23:00:00,-17.91,-1.0,0.82,791620000.0
2049-01-05 23:30:00,-17.91,-1000000.0,0.81,791.15
2049-01-06 00:00:00,-17.91,-1.0,0.8,
2049-01-06 00:30:00,-17.9,-1.0,0.75,788310000.0
2049-01-06 01:00:00,-17880000.0,-1000000.0,0.73,787.33
2049-01-06 01:30:00,-17830000.0,-1.0,0.8,790550000.0
2049-01-06 02:00:00,-17.77,-0.99,750000.0,788.1
2049-01-06 02:30:00,-17.69,-0.98,740000.0,787.49
2049-01-06 03:00:00,-17.6,-0.95,,788.76
2049-01-06 03:30:00,-17.5,-0.92,0.71,785.77
2049-01-06 04:00:00,-17390000.0,-0.86,0.76,787.95
2049-01-06 04:30:00,-17.27,-0.79,,789.63
2049-01-06 05:00:00,-17.14,-0.7,0.76,787.54
2049-01-06 05:30:00,-17.0,-0.59,0.71,784.96
2049-01-06 06:00:00,-16.87,-0.46,0.83,790.39
2049-01-06 06:30:00,-16.74,-0.32,0.72,785.0
2049-01-06 07:00:00,-16.61,-0.16,0.84,790.44
2049-01-06 07:30:00,-16.48,0.01,,784.58
2049-01-06 08:00:00,,180000.0,0.7,783.44
2049-01-06 08:30:00,-16.25,360000.0,0.79,787500000.0
2049-01-06 09:00:00,-16160000.0,0.52,760000.0,785940000.0
2049-01-06 09:30:00,-16.07,0.66,0.71,783.44
2049-01-06 10:00:00,-16.01,0.79,,784.28
2049-01-06 10:30:00,-15.95,0.89,0.73,784.18
2049-01-06 11:00:00,-15.92,0.96,0.77,786.02
2049-01-06 11:30:00,-15900000.0,1.0,0.74,784570000.0
2049-01-06 12:00:00,-15.9,1000000.0,0.7,782.69
2049-01-06 12:30:00,-15.91,0.96,0.72,783.65
2049-01-06 13:00:00,,0.89,0.78,786.54
2049-01-06 13:30:00,-16000000.0,0.79,0.77,786.15
2049-01-06 14:00:00,-16.07,0.67,0.65,780.61
2049-01-06 14:30:00,-16.15,520000.0,0.72,784.04
2049-01-06 15:00:00,-16.24,0.36,720000.0,784.19
2049-01-06 15:30:00,-16.35,0.18,0.75,785.78
2049-01-06 16:00:00,-16.47,0.01,0.8,788330000.0
2049-01-06 16:30:00,-16590000.0,-0.16,0.76,786640000.0
2049-01-06 17:00:00,-16.72,-0.32,0.74,785.91
2049-01-06 17:30:00,-16850000.0,-0.46,0.79,788.48
2049-01-06 18:00:00,-16.99,-0.59,0.68,783.53
2049-01-06 18:30:00,-17.12,-700000.0,0.71,785.15
2049-01-06 19:00:00,-17.24,-0.79,680000.0,783.94
2049-01-06 19:30:00,-17.36,-0.86,0.82,
2049-01-06 20:00:00,-17.47,-0.92,0.73,786.66
2049-01-06 20:30:00,-17.58,-0.95,0.76,788260000.0
2049-01-06 21:00:00,-17.66,-0.98,0.71,786.03
2049-01-06 21:30:00,-17.74,-0.99,0.77,788.99
2049-01-06 22:00:00,-17.8,-1.0,0.7,785.79
2049-01-06 22:30:00,-17.84,-1.0,0.72,786.8
2049-01-06 23:00:00,-17.87,-1.0,0.68,784960000.0
2049-01-06 23:30:00,-17.88,-1.0,0.72,786.86
2049-01-07 00:00:00,-17870000.0,-1.0,790000.0,
2049-01-07 00:30:00,-17860000.0,-1.0,0.82,791.54
2049-01-07 01:00:00,-17.84,-1.0,,785.39
2049-01-07 01:30:00,-17.79,-1.0,0.76,788.6
2049-01-07 02:00:00,-17.73,-0.99,0.74,787.56
2049-01-07 02:30:00,-17.66,-0.98,0.75,787.92
2049-01-07 03:00:00,-17.56,-0.95,0.74,787.28
2049-01-07 03:30:00,-17.46,-0.92,820000.0,790.88
2049-01-07 04:00:00,-17.35,-0.86,0.81,790.23
2049-01-07 04:30:00,-17.23,-0.79,0.77,
2049-01-07 05:00:00,-17100000.0,-0.7,0.74,
2049-01-07 05:30:00,-16.97,-590000.0,0.79,788.67
2049-01-07 06:00:00,-16830000.0,-0.46,0.74,
2049-01-07 06:30:00,-16700000.0,-320000.0,0.76,786.82
2049-01-07 07:00:00,-16.57,-0.16,0.72,784720000.0
2049-01-07 07:30:00,-16440000.0,10000.0,760000.0,
2049-01-07 08:00:00,-16.32,0.18,0.79,787.61
2049-01-07 08:30:00,-16.21,0.36,0.76,
2049-01-07 09:00:00,-16.12,0.52,,785.87
2049-01-07 09:30:00,-16030000.0,0.67,0.75,785.25
2049-01-07 10:00:00,-15.96,0.79,0.67,781.38
2049-01-07 10:30:00,-15.91,0.89,0.74,784590000.0
2049-01-07 11:00:00,-15.87,0.96,,786.4
2049-01-07 11:30:00,-15.86,1.0,,783.09
2049-01-07 12:00:00,-15.86,1.0,0.74,784.51
2049-01-07 12:30:00,-15.87,0.96,0.75,784.99
2049-01-07 13:00:00,-15910000.0,890000.0,0.77,786.0
2049-01-07 13:30:00,-15960000.0,790000.0,0.83,788.9
2049-01-07 14:00:00,-16.02,0.67,770000.0,786.18
2049-01-07 14:30:00,-16.11,0.52,0.73,784440000.0
2049-01-07 15:00:00,-16.2,0.36,,785.53
2049-01-07 15:30:00,-16.31,0.19,0.78,787.12
2049-01-07 16:00:00,-16.42,,0.79,787.77
2049-01-07 16:30:00,-16.55,-0.16,770000.0,787.04
2049-01-07 17:00:00,-16680000.0,-0.32,0.78,787.73
2049-01-07 17:30:00,-16.81,-0.46,0.73,785590000.0
2049-01-07 18:00:00,-16.94,-0.59,0.7,784.39
2049-01-07 18:30:00,,-0.7,,788.83
2049-01-07 19:00:00,-17.2,-790000.0,0.76,787.64
2049-01-07 19:30:00,,-0.86,0.64,782.18
2049-01-07 20:00:00,-17.43,-0.92,0.72,786.13
2049-01-07 20:30:00,-17.53,,0.76,788.17
2049-01-07 21:00:00,-17620000.0,,0.75,787.85
2049-01-07 21:30:00,-17.7,-0.99,720000.0,786.57
2049-01-07 22:00:00,-17750000.0,-1.0,0.68,784.77
2049-01-07 22:30:00,-17.8,-1.0,0.75,788.14
2049-01-07 23:00:00,-17820000.0,-1.0,0.76,788650000.0
2049-01-07 23:30:00,-17.83,-1000000.0,0.67,784430000.0
2049-01-08 00:00:00,-17.83,-1.0,0.82,791.49
2049-01-08 00:30:00,-17.82,-1.0,0.86,793.35
2049-01-08 01:00:00,-17.79,-1.0,0.75,788.13
2049-01-08 01:30:00,-17.75,-1.0,0.7,785710000.0
2049-01-08 02:00:00,-17.69,-0.99,0.78,789.38
2049-01-08 02:30:00,-17610000.0,-0.98,720000.0,786.42
2049-01-08 03:00:00,-17.52,-950000.0,650000.0,782.98
2049-01-08 03:30:00,-17.42,-0.91,0.78,788.94
2049-01-08 04:00:00,-17.3,-0.86,0.75,787.33
2049-01-08 04:30:00,-17.18,-790000.0,0.8,789.48
2049-01-08 05:00:00,-17.05,-0.7,0.74,786.45
2049-01-08 05:30:00,-16.92,-0.59,0.69,783.88
2049-01-08 06:00:00,-16.78,-0.46,0.67,782.71
2049-01-08 06:30:00,-16.65,-0.32,0.76,786.74
2049-01-08 07:00:00,-16520000.0,-0.16,0.76,786.52
2049-01-08 07:30:00,-16.39,0.01,770000.0,786780000.0
2049-01-08 08:00:00,,0.19,0.75,785650000.0
2049-01-08 08:30:00,-16.17,0.36,820000.0,788.78
2049-01-08 09:00:00,-16.07,0.52,0.75,785320000.0
2049-01-08 09:30:00,-15990000.0,0.67,0.75,785.19
2049-01-08 10:00:00,-15.92,0.79,0.67,781310000.0
2049-01-08 10:30:00,-15.86,0.89,0.8,787330000.0
2049-01-08 11:00:00,-15.83,0.96,790000.0,786.81
2049-01-08 11:30:00,-15.81,1.0,0.76,785.37
2049-01-08 12:00:00,-15.81,1.0,830000.0,788.66
2049-01-08 12:30:00,-15.82,0.96,0.77,785850000.0
2049-01-08 13:00:00,-15.86,0.89,0.7,782.62
2049-01-08 13:30:00,-15910000.0,0.79,0.74,784.59
2049-01-08 14:00:00,-15.98,,0.73,784.23
2049-01-08 14:30:00,-16.06,0.52,0.72,783.89
2049-01-08 15:00:00,-16.15,0.36,0.71,783.57
2049-01-08 15:30:00,-16.26,0.19,0.74,785.16
2049-01-08 16:00:00,-16.37,0.01,0.72,784.4
2049-01-08 16:30:00,-16.5,-160000.0,0.73,785.08
2049-01-08 17:00:00,-16.63,-0.32,0.71,
2049-01-08 17:30:00,-16.76,-0.46,0.69,783.62
2049-01-08 18:00:00,-16890000.0,-0.59,0.72,785.25
2049-01-08 18:30:00,-17.02,-0.7,0.72,785.46
2049-01-08 19:00:00,-17.15,-0.79,0.73,786.14
2049-01-08 19:30:00,-17.27,-0.86,0.77,788.22
2049-01-08 20:00:00,-17.38,-910000.0,0.83,791.22
2049-01-08 20:30:00,-17480000.0,-0.95,710000.0,785740000.0
2049-01-08 21:00:00,-17.57,-0.98,0.68,784.47
2049-01-08 21:30:00,-17640000.0,-0.99,0.72,786.47
2049-01-08 22:00:00,-17.7,-1.0,0.73,787.04
2049-01-08 22:30:00,-17750000.0,-1.0,0.77,789.0
2049-01-08 23:00:00,-17770000.0,-1.0,,786.68
2049-01-08 23:30:00,-17.78,-1.0,0.7,785.76
2049-01-09 00:00:00,-17.78,-1.0,0.67,784.35
2049-01-09 00:30:00,-17.77,-1.0,750000.0,788.1
2049-01-09 01:00:00,-17.74,-1.0,0.69,785.22
2049-01-09 01:30:00,,-1.0,0.79,789.85
2049-01-09 02:00:00,-17630000.0,,770000.0,788.81
2049-01-09 02:30:00,-17.56,-0.97,0.73,786.81
2049-01-09 03:00:00,-17470000.0,-0.95,0.79,789.49
2049-01-09 03:30:00,-17.36,-0.91,0.72,786.01
2049-01-09 04:00:00,-17.25,-0.86,0.82,790540000.0
2049-01-09 04:30:00,-17.13,-0.79,0.65,782.34
2049-01-09 05:00:00,-17.0,-0.7,0.8,789.19
2049-01-09 05:30:00,-16.86,,0.77,787550000.0
2049-01-09 06:00:00,-16730000.0,-0.46,0.74,785930000.0
2049-01-09 06:30:00,-16.6,-0.31,0.72,784.77
2049-01-09 07:00:00,-16.46,-0.16,760000.0,786430000.0
2049-01-09 07:30:00,-16.34,0.01,0.73,784.82
2049-01-09 08:00:00,-16.22,190000.0,0.76,786.04
2049-01-09 08:30:00,,0.36,0.74,784.91
2049-01-09 09:00:00,-16.01,0.52,0.75,785220000.0
2049-01-09 09:30:00,-15930000.0,0.67,0.77,786.03
2049-01-09 10:00:00,-15.86,0.79,0.81,787.8
2049-01-09 10:30:00,-15.81,0.89,0.76,785.37
2049-01-09 11:00:00,-15.77,0.96,0.8,787.18
2049-01-09 11:30:00,-15.75,1.0,0.81,787.62
2049-01-09 12:00:00,-15.75,1.0,0.84,789030000.0
2049-01-09 12:30:00,-15.77,0.96,0.76,785.3
2049-01-09 13:00:00,-15.8,0.89,0.85,789.58
2049-01-09 13:30:00,-15.85,0.79,0.76,785.43
2049-01-09 14:00:00,-15920000.0,0.67,0.72,783660000.0
2049-01-09 14:30:00,-16.0,0.52,0.73,784.26
2049-01-09 15:00:00,,0.36,0.76,785.84
2049-01-09 15:30:00,-16.2,0.19,0.75,785.53
2049-01-09 16:00:00,-16320000.0,0.01,0.72,784.32
2049-01-09 16:30:00,-16.44,-0.15,0.74,785.45
2049-01-09 17:00:00,-16.57,-310000.0,0.78,787.55
2049-01-09 17:30:00,,-0.46,0.77,787.29
2049-01-09 18:00:00,-16.83,-0.59,0.65,781850000.0
2049-01-09 18:30:00,-16.96,-0.7,0.72,785.36
2049-01-09 19:00:00,-17.09,-0.79,0.75,786.98
2049-01-09 19:30:00,-17.21,-0.86,0.78,788590000.0
2049-01-09 20:00:00,-17320000.0,-0.91,0.76,787.83
2049-01-09 20:30:00,-17.42,-0.95,,787.99
2049-01-09 21:00:00,-17.51,-970000.0,0.83,791.44
2049-01-09 21:30:00,-17.59,-990000.0,720000.0,786.39
2049-01-09 22:00:00,-17.64,-1.0,0.75,787.88
2049-01-09 22:30:00,-17690000.0,-1.0,0.71,786.08
2049-01-09 23:00:00,-17710000.0,-1.0,0.73,
2049-01-09 23:30:00,-17.72,-1.0,0.7,785.66
2049-01-10 00:00:00,-17720000.0,-1.0,0.79,789.9
2049-01-10 00:30:00,-17.71,-1.0,0.76,788.47
2049-01-10 01:00:00,-17.68,-1.0,0.71,786070000.0
2049-01-10 01:30:00,-17.64,-1000000.0,0.74,787.41
2049-01-10 02:00:00,-17.57,-0.99,0.78,789.18
2049-01-10 02:30:00,-17.5,-0.97,0.71,785.77
2049-01-10 03:00:00,-17.41,-0.95,0.74,787.04
2049-01-10 03:30:00,-17.3,-0.91,0.75,787330000.0
2049-01-10 04:00:00,-17.19,-0.86,710000.0,785.27
2049-01-10 04:30:00,-17.07,-0.79,0.78,788.36
2049-01-10 05:00:00,,-700000.0,770000.0,787.68
2049-01-10 05:30:00,-16.8,-590000.0,0.76,786.98
2049-01-10 06:00:00,-16.67,-0.46,0.73,785.36
2049-01-10 06:30:00,-16.54,-0.31,770000.0,787030000.0
2049-01-10 07:00:00,,-0.15,0.78,787270000.0
2049-01-10 07:30:00,-16.28,0.01,0.77,786.6
2049-01-10 08:00:00,-16.16,0.19,,781.7
2049-01-10 08:30:00,-16.05,0.36,0.79,787.17
