date,temperature,pressure,humidity,sunshine
2022-01-02 05:30:00,-22.2,765.7,84.0,7.09
2022-01-02 06:00:00,-22.0,765.6,84.0,7.09
2022-01-02 06:30:00,-22.0,765.6,84.0,7.09
2022-01-02 07:00:00,-21.9,765.6,84.0,7.09
2022-01-02 07:30:00,-21.9,765.6,84.0,7.09
2022-01-02 08:00:00,-21.6,765.5,83.0,7.09
2022-01-02 08:30:00,-21.6,765.5,83.0,7.09
2022-01-02 09:00:00,-21.3,765.4,83.0,7.09
2022-01-02 09:30:00,-21.2,765.4,83.0,7.09
2022-01-02 10:00:00,-21.1,765.3,83.0,7.09
2022-01-02 10:30:00,-21.1,765.3,83.0,7.09
2022-01-02 11:00:00,-20.9,765.3,83.0,7.09
2022-01-02 11:30:00,-20.7,765.2,83.0,7.09
2022-01-02 12:00:00,-20.6,765.2,83.38144329896907,7.09
2022-01-02 12:30:00,-20.5,765.2,83.37755102040816,7.09
2022-01-02 13:00:00,-20.4,765.2,83.0,7.09
2022-01-02 13:30:00,-21.618390804597702,765.1,83.0,7.09
2022-01-02 14:00:00,-20.2,765.1,83.0,7.09
2022-01-02 14:30:00,-20.4,765.2,83.0,7.09
2022-01-02 15:00:00,-21.642045454545457,765.1,83.0,7.09
2022-01-02 15:30:00,-21.641573033707868,765.1,83.0,7.09
2022-01-02 16:00:00,-21.641573033707868,765.1,83.0,7.09
2022-01-02 16:30:00,-20.2,765.1,83.0,7.09
2022-01-02 17:00:00,-20.3,765.1,83.0,7.09
2022-01-02 17:30:00,-20.3,765.1,83.0,7.09
2022-01-02 18:00:00,-20.5,765.2,83.0,7.09
2022-01-02 18:30:00,-20.5,765.2,83.0,7.09
2022-01-02 19:00:00,-20.7,765.2,83.0,7.09
2022-01-02 19:30:00,-20.8,765.3,83.0,7.09
2022-01-02 20:00:00,-20.8,765.3,83.0,7.09
2022-01-02 20:30:00,-21.0,765.3,83.0,7.09
2022-01-02 21:00:00,-21.0,765.3,83.0,7.09
2022-01-02 21:30:00,-21.2,765.4,83.0,7.09
2022-01-02 22:00:00,-21.4,765.4,83.0,7.09
2022-01-02 22:30:00,-21.5,765.5,83.0,7.09
2022-01-02 23:00:00,-21.5,765.5,83.0,7.09
2022-01-02 23:30:00,-21.6,765.5,83.0,7.09
2022-01-03 00:00:00,-21.8,765.5,83.0,7.09
2022-01-03 00:30:00,-21.7,765.5,83.0,7.1
2022-01-03 01:00:00,-21.9,765.6,84.0,7.1
2022-01-03 01:30:00,-21.9,765.6,84.0,7.1
2022-01-03 02:00:00,-22.1,765.6,84.0,7.1
2022-01-03 02:30:00,-22.0,765.6,84.0,7.1
2022-01-03 03:00:00,-22.2,765.7,84.0,7.1
2022-01-03 03:30:00,-22.1,765.6,84.0,7.1
2022-01-03 04:00:00,-22.2,765.7,84.0,7.1
2022-01-03 04:30:00,-22.1,765.6,84.0,7.1
2022-01-03 05:00:00,-22.2,765.7,84.0,7.1
2022-01-03 05:30:00,-22.2,765.7,84.0,7.1
2022-01-03 06:00:00,-22.0,765.6,84.0,7.1
2022-01-03 06:30:00,-21.9,765.6,84.0,7.1
2022-01-03 07:00:00,-21.9,765.6,84.0,7.1
2022-01-03 07:30:00,-21.7,765.5,83.0,7.1
2022-01-03 08:00:00,-21.7,765.5,83.0,7.1
2022-01-03 08:30:00,-21.5,765.5,83.0,7.1
2022-01-03 09:00:00,-21.4,765.4,83.0,7.1
2022-01-03 09:30:00,-21.3,765.4,83.0,7.1
2022-01-03 10:00:00,-21.2,765.4,83.0,7.1
2022-01-03 10:30:00,-21.1,765.3,83.0,7.1
2022-01-03 11:00:00,-20.9,765.3,83.0,7.1
2022-01-03 11:30:00,-20.7,765.2,83.0,7.1
2022-01-03 12:00:00,-20.7,765.2,83.0,7.1
2022-01-03 12:30:00,-20.6,765.2,83.0,7.1
2022-01-03 13:00:00,-20.4,765.2,83.0,7.1
2022-01-03 13:30:00,-20.3,765.1,83.0,7.1
2022-01-03 14:00:00,-22.070588235294114,765.1,83.0,7.1
2022-01-03 14:30:00,-22.06046511627907,765.1,83.0,7.1
2022-01-03 15:00:00,-20.3,765.1,83.51612903225806,7.1
2022-01-03 15:30:00,-20.2,765.1,83.0,7.1
2022-01-03 16:00:00,-20.2,765.1,83.0,7.1
2022-01-03 16:30:00,-20.2,765.1,83.0,7.1
2022-01-03 17:00:00,-20.2,765.1,83.0,7.1
2022-01-03 17:30:00,-22.114942528735636,765.1,83.0,7.1
2022-01-03 18:00:00,-20.4,765.2,83.0,7.1
2022-01-03 18:30:00,-20.4,765.2,83.0,7.1
2022-01-03 19:00:00,-20.7,765.2,83.0,7.1
2022-01-03 19:30:00,-20.8,765.3,83.0,7.1
2022-01-03 20:00:00,-20.9,765.3,83.0,7.1
2022-01-03 20:30:00,-20.9,765.3,83.0,7.1
2022-01-03 21:00:00,-21.1,765.3,83.0,7.1
2022-01-03 21:30:00,-21.1,765.3,83.0,7.1
2022-01-03 22:00:00,-22.238636363636363,765.4,83.0,7.1
2022-01-03 22:30:00,-22.238636363636363,765.5,83.0,7.1
2022-01-03 23:00:00,-21.6,765.5,83.0,7.1
2022-01-03 23:30:00,-21.9,765.6,84.0,7.1
2022-01-04 00:00:00,-22.2,765.7,84.0,7.1
2022-01-04 00:30:00,-22.5,765.7,84.0,7.12
2022-01-04 01:00:00,-22.7,765.8,84.0,7.12
2022-01-04 01:30:00,-22.8,765.8,84.0,7.12
2022-01-04 02:00:00,-23.3,766.0,84.0,7.12
2022-01-04 02:30:00,-23.2,765.9,84.0,7.12
2022-01-04 03:00:00,-23.4,766.0,84.0,7.12
2022-01-04 03:30:00,-23.4,766.0,84.0,7.12
2022-01-04 04:00:00,-23.3,766.0,84.0,7.12
2022-01-04 04:30:00,-23.3,766.0,84.0,7.12
2022-01-04 05:00:00,-23.3,766.0,84.0,7.12
2022-01-04 05:30:00,-23.3,766.0,83.61702127659575,7.12
2022-01-04 06:00:00,-23.1,765.9,84.0,7.12
2022-01-04 06:30:00,-23.2,765.9,84.0,7.12
2022-01-04 07:00:00,-23.0,765.9,84.0,7.12
2022-01-04 07:30:00,-22.9,765.9,84.0,7.12
2022-01-04 08:00:00,-22.8,765.8,84.0,7.12
2022-01-04 08:30:00,-22.7,765.8,84.0,7.12
2022-01-04 09:00:00,-22.5,765.7,84.0,7.12
2022-01-04 09:30:00,-22.4,765.7,84.0,7.12
2022-01-04 10:00:00,-22.3,765.7,84.0,7.12
2022-01-04 10:30:00,-22.1,765.6,84.0,7.12
2022-01-04 11:00:00,-22.1,765.6,84.0,7.12
2022-01-04 11:30:00,-21.9,765.6,84.0,7.12
2022-01-04 12:00:00,-21.8,765.5,83.0,7.12
2022-01-04 12:30:00,-22.007865168539325,765.5,83.0,7.12
2022-01-04 13:00:00,-21.99222222222222,765.5,83.0,7.12
2022-01-04 13:30:00,-21.979120879120877,765.5,83.0,7.12
2022-01-04 14:00:00,-21.964130434782607,765.5,83.0,7.12
2022-01-04 14:30:00,-21.949462365591394,765.4,83.0,7.12
2022-01-04 15:00:00,-21.3,765.4,83.0,7.12
2022-01-04 15:30:00,-21.5,765.5,83.0,7.12
2022-01-04 16:00:00,-21.4,765.4,83.0,7.12
2022-01-04 16:30:00,-21.4,765.4,83.0,7.12
2022-01-04 17:00:00,-21.5,765.5,83.0,7.12
2022-01-04 17:30:00,-21.6,765.5,83.0,7.12
2022-01-04 18:00:00,-21.913829787234043,765.5,83.0,7.12
2022-01-04 18:30:00,-21.90947368421053,765.5,83.0,7.12
2022-01-04 19:00:00,-21.90625,765.5,83.0,7.12
2022-01-04 19:30:00,-22.0,765.6,84.0,7.12
2022-01-04 20:00:00,-22.1,765.6,84.0,7.12
2022-01-04 20:30:00,-22.1,765.6,84.0,7.12
2022-01-04 21:00:00,-22.3,765.7,84.0,7.12
2022-01-04 21:30:00,-22.5,765.7,84.0,7.12
2022-01-04 22:00:00,-22.6,765.8,84.0,7.12
2022-01-04 22:30:00,-22.6,765.8,84.0,7.12
2022-01-04 23:00:00,-22.8,765.8,84.0,7.12
2022-01-04 23:30:00,-22.7,765.8,84.0,7.12
2022-01-05 00:00:00,-22.8,765.8,84.0,7.12
2022-01-05 00:30:00,-22.8,765.8,84.0,7.14
2022-01-05 01:00:00,-22.9,765.9,84.0,7.14
2022-01-05 01:30:00,-22.8,765.8,83.49438202247191,7.14
2022-01-05 02:00:00,-23.0,765.9,83.5,7.14
2022-01-05 02:30:00,-23.0,765.9,83.50549450549451,7.14
2022-01-05 03:00:00,-23.1,765.9,84.0,7.14
2022-01-05 03:30:00,-23.0,765.9,84.0,7.14
2022-01-05 04:00:00,-23.0,765.9,84.0,7.14
2022-01-05 04:30:00,-22.9,765.9,84.0,7.14
2022-01-05 05:00:00,-23.0,765.9,84.0,7.14
2022-01-05 05:30:00,-21.78494623655914,765.9,84.0,7.14
2022-01-05 06:00:00,-22.9,765.9,84.0,7.14
2022-01-05 06:30:00,-22.9,765.9,84.0,7.14
2022-01-05 07:00:00,-21.76276595744681,765.8,84.0,7.14
2022-01-05 07:30:00,-21.76105263157895,765.8,84.0,7.14
2022-01-05 08:00:00,-22.4,765.7,84.0,7.14
2022-01-05 08:30:00,-22.4,765.7,83.45652173913044,7.14
2022-01-05 09:00:00,-22.2,765.7,83.45161290322581,7.14
2022-01-05 09:30:00,-22.2,765.7,83.45161290322581,7.14
2022-01-05 10:00:00,-22.0,765.6,84.0,7.14
2022-01-05 10:30:00,-21.8,765.5,83.0,7.14
2022-01-05 11:00:00,-21.7,765.5,83.0,7.14
2022-01-05 11:30:00,-21.7,765.5,83.0,7.14
2022-01-05 12:00:00,-21.5,765.5,83.0,7.14
2022-01-05 12:30:00,-21.4,765.4,83.0,7.14
2022-01-05 13:00:00,-21.3,765.4,83.0,7.14
2022-01-05 13:30:00,-21.2,765.4,83.0,7.14
2022-01-05 14:00:00,-21.1,765.3,83.0,7.14
2022-01-05 14:30:00,-21.0,765.3,83.0,7.14
2022-01-05 15:00:00,-21.0,765.3,83.0,7.14
2022-01-05 15:30:00,-21.1,765.3,83.0,7.14
2022-01-05 16:00:00,-21.1,765.3,83.0,7.14
2022-01-05 16:30:00,-21.2,765.4,83.0,7.14
2022-01-05 17:00:00,-21.2,765.4,83.0,7.14
2022-01-05 17:30:00,-21.2,765.4,83.0,7.14
2022-01-05 18:00:00,-21.3,765.4,83.0,7.14
2022-01-05 18:30:00,-21.2,765.4,83.0,7.14
2022-01-05 19:00:00,-21.4,765.4,83.0,7.14
2022-01-05 19:30:00,-21.6,765.5,83.0,7.14
2022-01-05 20:00:00,-21.7,765.5,83.0,7.14
2022-01-05 20:30:00,-21.8,765.5,83.0,7.14
2022-01-05 21:00:00,-21.9,765.6,84.0,7.14
2022-01-05 21:30:00,-22.1,765.6,84.0,7.14
2022-01-05 22:00:00,-22.2,765.7,84.0,7.14
2022-01-05 22:30:00,-22.3,765.7,84.0,7.14
2022-01-05 23:00:00,-22.4,765.7,84.0,7.14
2022-01-05 23:30:00,-22.4,765.7,84.0,7.14
2022-01-06 00:00:00,-22.5,765.7,84.0,7.14
2022-01-06 00:30:00,-21.565624999999997,765.7,84.0,7.16
2022-01-06 01:00:00,-22.4,765.7,84.0,7.16
2022-01-06 01:30:00,-22.6,765.8,84.0,7.16
2022-01-06 02:00:00,-22.5,765.7,84.0,7.16
2022-01-06 02:30:00,-22.6,765.8,84.0,7.16
2022-01-06 03:00:00,-22.7,765.8,84.0,7.16
2022-01-06 03:30:00,-22.6,765.8,84.0,7.16
2022-01-06 04:00:00,-22.8,765.8,84.0,7.16
2022-01-06 04:30:00,-22.7,765.8,84.0,7.16
2022-01-06 05:00:00,-22.7,765.8,84.0,7.16
2022-01-06 05:30:00,-22.6,765.8,84.0,7.16
2022-01-06 06:00:00,-22.4,765.7,84.0,7.16
2022-01-06 06:30:00,-22.5,765.7,84.0,7.16
2022-01-06 07:00:00,-22.4,765.7,84.0,7.16
2022-01-06 07:30:00,-22.2,765.7,84.0,7.16
2022-01-06 08:00:00,-22.1,765.6,84.0,7.16
2022-01-06 08:30:00,-22.1,765.6,84.0,7.16
2022-01-06 09:00:00,-21.9,765.6,84.0,7.16
2022-01-06 09:30:00,-21.8,765.5,83.0,7.16
2022-01-06 10:00:00,-21.6,765.5,83.0,7.16
2022-01-06 10:30:00,-21.6,765.5,83.0,7.16
2022-01-06 11:00:00,-21.3,765.4,83.0,7.16
2022-01-06 11:30:00,-21.2,765.4,83.0,7.16
2022-01-06 12:00:00,-21.2,765.4,83.0,7.16
2022-01-06 12:30:00,-21.0,765.3,83.0,7.16
2022-01-06 13:00:00,-20.9,765.3,83.0,7.16
2022-01-06 13:30:00,-20.8,765.3,83.0,7.16
2022-01-06 14:00:00,-20.8,765.3,83.0,7.16
2022-01-06 14:30:00,-20.7,765.2,83.0,7.16
2022-01-06 15:00:00,-20.6,765.2,83.0,7.16
2022-01-06 15:30:00,-20.8,765.3,83.0,7.16
2022-01-06 16:00:00,-20.6,765.2,83.0,7.16
2022-01-06 16:30:00,-20.6,765.2,83.0,7.16
2022-01-06 17:00:00,-20.8,765.3,83.0,7.16
2022-01-06 17:30:00,-20.8,765.3,83.0,7.16
2022-01-06 18:00:00,-21.0,765.3,83.0,7.16
2022-01-06 18:30:00,-21.0,765.3,83.0,7.16
2022-01-06 19:00:00,-21.0,765.3,83.0,7.16
2022-01-06 19:30:00,-21.3,765.4,83.0,7.16
2022-01-06 20:00:00,-21.4,765.4,83.0,7.16
2022-01-06 20:30:00,-21.5,765.5,83.0,7.16
2022-01-06 21:00:00,-21.6,765.5,83.0,7.16
2022-01-06 21:30:00,-21.7,765.5,83.3409090909091,7.16
2022-01-06 22:00:00,-21.8,765.5,83.33707865168539,7.16
2022-01-06 22:30:00,-21.9,765.6,83.34444444444445,7.16
2022-01-06 23:00:00,-21.9,765.6,84.0,7.16
2022-01-06 23:30:00,-22.0,765.6,84.0,7.16
2022-01-07 00:00:00,-21.377173913043478,765.6,84.0,7.16
2022-01-07 00:30:00,-21.386021505376345,765.6,84.0,7.19
2022-01-07 01:00:00,-21.394680851063832,765.7,84.0,7.19
2022-01-07 01:30:00,-21.403157894736843,765.7,84.0,7.19
2022-01-07 02:00:00,-22.3,765.7,83.35164835164835,7.19
2022-01-07 02:30:00,-22.3,765.7,83.3586956521739,7.19
2022-01-07 03:00:00,-22.4,765.7,83.36559139784946,7.19
2022-01-07 03:30:00,-22.5,765.7,84.0,7.19
2022-01-07 04:00:00,-22.4,765.7,84.0,7.19
2022-01-07 04:30:00,-22.5,765.7,84.0,7.19
2022-01-07 05:00:00,-22.4,765.7,84.0,7.19
2022-01-07 05:30:00,-22.3,765.7,84.0,7.19
2022-01-07 06:00:00,-22.3,765.7,84.0,7.19
2022-01-07 06:30:00,-22.2,765.7,84.0,7.19
2022-01-07 07:00:00,-22.2,765.7,84.0,7.19
2022-01-07 07:30:00,-21.9,765.6,84.0,7.19
2022-01-07 08:00:00,-22.0,765.6,84.0,7.19
2022-01-07 08:30:00,-21.8,765.5,83.0,7.19
2022-01-07 09:00:00,-21.7,765.5,83.0,7.19
2022-01-07 09:30:00,-21.6,765.5,83.0,7.19
2022-01-07 10:00:00,-21.3,765.4,83.0,7.19
2022-01-07 10:30:00,-21.2,765.4,83.0,7.19
2022-01-07 11:00:00,-21.2,765.4,83.0,7.19
2022-01-07 11:30:00,-21.0,765.3,83.30434782608695,7.19
2022-01-07 12:00:00,-20.8,765.3,83.0,7.19
2022-01-07 12:30:00,-20.7,765.2,83.0,7.19
2022-01-07 13:00:00,-20.6,765.2,83.0,7.19
2022-01-07 13:30:00,-20.5,765.2,83.0,7.19
2022-01-07 14:00:00,-20.6,765.2,83.0,7.19
2022-01-07 14:30:00,-20.6,765.2,83.0,7.19
2022-01-07 15:00:00,-20.5,765.2,83.0,7.19
2022-01-07 15:30:00,-20.3,765.1,83.0,7.19
2022-01-07 16:00:00,-20.4,765.2,83.0,7.19
2022-01-07 16:30:00,-20.4,765.2,83.0,7.19
2022-01-07 17:00:00,-20.6,765.2,83.0,7.19
2022-01-07 17:30:00,-20.5,765.2,83.0,7.19
2022-01-07 18:00:00,-20.6,765.2,83.0,7.19
2022-01-07 18:30:00,-20.6,765.2,83.0,7.19
2022-01-07 19:00:00,-20.8,765.3,83.0,7.19
2022-01-07 19:30:00,-20.9,765.3,83.0,7.19
2022-01-07 20:00:00,-21.1,765.3,83.0,7.19
2022-01-07 20:30:00,-21.3,765.4,83.0,7.19
2022-01-07 21:00:00,-21.4,765.4,83.0,7.19
2022-01-07 21:30:00,-21.4,765.4,83.0,7.19
2022-01-07 22:00:00,-21.6,765.5,83.0,7.19
2022-01-07 22:30:00,-21.7,765.5,83.0,7.19
2022-01-07 23:00:00,-21.8,765.5,83.0,7.19
2022-01-07 23:30:00,-21.9,765.6,84.0,7.19
2022-01-08 00:00:00,-21.8,765.5,83.0,7.19
2022-01-08 00:30:00,-22.0,765.6,84.0,7.21
2022-01-08 01:00:00,-22.1,765.6,84.0,7.21
2022-01-08 01:30:00,-22.0,765.6,83.41463414634147,7.21
2022-01-08 02:00:00,-22.1,765.6,83.42168674698796,7.21
2022-01-08 02:30:00,-22.2,765.7,84.0,7.21
2022-01-08 03:00:00,-22.2,765.7,84.0,7.21
2022-01-08 03:30:00,-22.3,765.7,84.0,7.21
2022-01-08 04:00:00,-22.3,765.7,84.0,7.21
2022-01-08 04:30:00,-21.47555555555556,765.7,84.0,7.21
2022-01-08 05:00:00,-22.3,765.7,84.0,7.21
2022-01-08 05:30:00,-22.2,765.7,84.0,7.21
2022-01-08 06:00:00,-22.1,765.6,84.0,7.21
2022-01-08 06:30:00,-22.1,765.6,84.0,7.21
2022-01-08 07:00:00,-21.9,765.6,84.0,7.21
2022-01-08 07:30:00,-21.9,765.6,84.0,7.21
2022-01-08 08:00:00,-21.8,765.5,83.0,7.21
2022-01-08 08:30:00,-21.7,765.5,83.0,7.21
2022-01-08 09:00:00,-21.5,765.5,83.0,7.21
2022-01-08 09:30:00,-21.4,765.4,83.0,7.21
2022-01-08 10:00:00,-21.2,765.4,83.0,7.21
2022-01-08 10:30:00,-21.2,765.4,83.0,7.21
2022-01-08 11:00:00,-21.0,765.3,83.0,7.21
2022-01-08 11:30:00,-20.8,765.3,83.46428571428571,7.21
2022-01-08 12:00:00,-20.8,765.3,83.45882352941176,7.21
2022-01-08 12:30:00,-20.6,765.2,83.0,7.21
2022-01-08 13:00:00,-20.5,765.2,83.0,7.21
2022-01-08 13:30:00,-20.4,765.2,83.0,7.21
2022-01-08 14:00:00,-20.3,765.1,83.45348837209302,7.21
2022-01-08 14:30:00,-20.3,765.1,83.0,7.21
2022-01-08 15:00:00,-20.3,765.1,83.0,7.21
2022-01-08 15:30:00,-20.3,765.1,83.0,7.21
2022-01-08 16:00:00,-20.4,765.2,83.0,7.21
2022-01-08 16:30:00,-20.4,765.2,83.0,7.21
2022-01-08 17:00:00,-20.4,765.2,83.0,7.21
2022-01-08 17:30:00,-20.5,765.2,83.0,7.21
2022-01-08 18:00:00,-20.5,765.2,83.0,7.21
2022-01-08 18:30:00,-20.7,765.2,83.0,7.21
2022-01-08 19:00:00,-20.7,765.2,83.50588235294117,7.21
2022-01-08 19:30:00,-21.76931818181818,765.3,83.0,7.21
2022-01-08 20:00:00,-21.77752808988764,765.3,83.0,7.21
2022-01-08 20:30:00,-21.0,765.3,83.0,7.21
2022-01-08 21:00:00,-21.3,765.4,83.0,7.21
2022-01-08 21:30:00,-21.4,765.4,83.0,7.21
2022-01-08 22:00:00,-21.4,765.4,83.0,7.21
2022-01-08 22:30:00,-21.85,765.5,83.0,7.21
2022-01-08 23:00:00,-21.6,765.5,83.0,7.21
2022-01-08 23:30:00,-21.7,765.5,83.0,7.21
2022-01-09 00:00:00,-21.8,765.5,83.0,7.21
2022-01-09 00:30:00,-21.9,765.6,84.0,7.24
2022-01-09 01:00:00,-22.0,765.6,84.0,7.24
2022-01-09 01:30:00,-21.885393258426966,765.6,84.0,7.24
2022-01-09 02:00:00,-22.3,765.7,84.0,7.24
2022-01-09 02:30:00,-22.2,765.7,84.0,7.24
2022-01-09 03:00:00,-22.2,765.7,84.0,7.24
2022-01-09 03:30:00,-22.2,765.7,84.0,7.24
2022-01-09 04:00:00,-22.4,765.7,84.0,7.24
2022-01-09 04:30:00,-22.4,765.7,84.0,7.24
2022-01-09 05:00:00,-22.3,765.7,84.0,7.24
2022-01-09 05:30:00,-22.1,765.6,84.0,7.24
2022-01-09 06:00:00,-22.2,765.7,84.0,7.24
2022-01-09 06:30:00,-22.1,765.6,84.0,7.24
2022-01-09 07:00:00,-21.9,765.5770000000001,84.0,7.24
2022-01-09 07:30:00,-21.8,765.5,83.6046511627907,7.24
2022-01-09 08:00:00,-21.9,765.6,83.59770114942529,7.24
2022-01-09 08:30:00,-21.7,765.5,83.0,7.24
2022-01-09 09:00:00,-21.6,765.5,83.0,7.24
2022-01-09 09:30:00,-21.4,765.4,83.0,7.24
2022-01-09 10:00:00,-21.3,765.4,83.0,7.24
2022-01-09 10:30:00,-21.2,765.4,83.0,7.24
2022-01-09 11:00:00,-21.0,765.3,83.0,7.24
2022-01-09 11:30:00,-20.8,765.3,83.0,7.24
2022-01-09 12:00:00,-20.8,765.3,83.0,7.24
2022-01-09 12:30:00,-20.7,765.2,83.0,7.24
2022-01-09 13:00:00,-21.848275862068967,765.2,83.0,7.24
2022-01-09 13:30:00,-21.835227272727273,765.2,83.0,7.24
2022-01-09 14:00:00,-21.820224719101123,765.2,83.0,7.24
2022-01-09 14:30:00,-20.3,765.1,83.0,7.24
2022-01-09 15:00:00,-20.3,765.1,83.0,7.24
2022-01-09 15:30:00,-20.3,765.1,83.61176470588235,7.24
2022-01-09 16:00:00,-20.4,765.2,83.6046511627907,7.24
2022-01-09 16:30:00,-20.3,765.1,83.59770114942529,7.24
2022-01-09 17:00:00,-20.4,765.2,83.5909090909091,7.24
2022-01-09 17:30:00,-20.5,765.2,83.58426966292134,7.24
2022-01-09 18:00:00,-20.5,765.2,83.57777777777778,7.24
2022-01-09 18:30:00,-20.5,765.2,83.57142857142857,7.24
2022-01-09 19:00:00,-20.7,765.2,83.56521739130434,7.24
2022-01-09 19:30:00,-20.7,765.2,83.55913978494624,7.24
2022-01-09 20:00:00,-20.9,765.3,83.55319148936171,7.24
2022-01-09 20:30:00,-21.2,765.4,83.5578947368421,7.24
2022-01-09 21:00:00,-21.3,765.4,83.0,7.24
2022-01-09 21:30:00,-21.4,765.4,83.0,7.24
2022-01-09 22:00:00,-21.4,765.4,83.0,7.24
2022-01-09 22:30:00,-21.7,765.5,83.0,7.24
2022-01-09 23:00:00,-21.6,765.5,83.0,7.24
2022-01-09 23:30:00,-22.0,765.6,84.0,7.24
2022-01-10 00:00:00,-22.2,765.7,84.0,7.24
2022-01-10 00:30:00,-22.6,765.8,84.0,7.26
2022-01-10 01:00:00,-22.8,765.8,84.0,7.26
2022-01-10 01:30:00,-22.8,765.8,84.0,7.26
2022-01-10 02:00:00,-23.3,766.0,84.0,7.26
2022-01-10 02:30:00,-23.3,766.0,84.0,7.26
2022-01-10 03:00:00,-23.4,766.0,84.0,7.26
2022-01-10 03:30:00,-23.4,766.0,84.0,7.26
2022-01-10 04:00:00,-23.4,766.0,84.0,7.26
2022-01-10 04:30:00,-21.89767441860465,766.0,84.0,7.26
2022-01-10 05:00:00,-21.898850574712643,766.0,84.0,7.26
2022-01-10 05:30:00,-21.900000000000002,766.0,84.0,7.26
2022-01-10 06:00:00,-23.2,765.9,84.0,7.26
2022-01-10 06:30:00,-23.2,765.9,84.0,7.26
2022-01-10 07:00:00,-23.1,765.9,84.0,7.26
2022-01-10 07:30:00,-22.9,765.9,84.0,7.26
2022-01-10 08:00:00,-22.8,765.8,84.0,7.26
2022-01-10 08:30:00,-22.7,765.8,84.0,7.26
2022-01-10 09:00:00,-22.5,765.7,84.0,7.26
2022-01-10 09:30:00,-22.4,765.7,84.0,7.26
2022-01-10 10:00:00,-22.3,765.7,84.0,7.26
2022-01-10 10:30:00,-22.2,765.7,84.0,7.26
2022-01-10 11:00:00,-22.1,765.6,84.0,7.26
